node,index,x,y,paper_id,title
61,61,116.96184225830021,-228.74238372104068,2503.19875v1,On the $Γ$-limit of weighted fractional energies
62,62,110.07760501061429,-165.00206414394427,2503.19866v1,Principal spectral rigidity implies subprincipal spectral rigidity
63,63,375.572107432872,-177.99677689024185,2503.19852v2,$H^2$-regularity of Steklov eigenfunctions on convex domains via Rellich-Pohozaev identity
64,64,550.6872420186018,-153.64591693409577,2503.19849v1,The incompressible limit of an inhomogeneous model of tissue growth
65,65,296.5157771342946,465.4857692069715,2503.19826v1,Computationally Efficient Analysis of Energy Distribution Networks using Finite Volume Method and Interpolatory Model Order Reduction
66,66,143.376029022442,-268.2699297290875,2503.19780v1,Breakdown of smooth solutions to the subcritical EPDiff equation
67,67,-202.9348260616547,-25.838129900181524,2503.19648v1,Stochastic exit-time control on the half-line over a finite horizon
68,68,-29.0066026588097,308.53957854839354,2503.19610v1,An inverse Signorini obstacle problem
69,69,-194.78224170345797,-425.89065191644795,2503.19944v1,Global Well-Posedness for the 3D Navier-Stokes Equations under Logarithmically Improved Criteria: Connections to Turbulence Theory
70,70,269.9084267851749,-350.99767004201516,2503.19518v1,Fronts in dissipative Fermi-Pasta-Ulam-Tsingou chains
71,71,374.97067879834765,-103.47663729041983,2503.19438v1,"Global small data weak solutions of 2-D semilinear wave equations with scale-invariant damping, II"
72,72,-292.41807343194677,-36.332065389731184,2503.19424v1,"A linear, unconditionally stable, second order decoupled method for the nematic liquid crystal flows with SAV approach"
73,73,612.4340942195992,-96.27799761324455,2503.19409v1,Well-Posedness of the Free Boundary Incompressible Porous Media Equation
74,74,103.43310455385732,-476.0039213049024,2503.19403v1,Extension principles for the Einstein Yang--Mills system
75,75,270.5678602083165,-129.34772107549585,2503.19393v1,Parabolic Extrapolation and Its Applications to Characterizing Parabolic BMO Spaces via Parabolic Fractional Commutators
76,76,321.52017262793106,-113.60922998380003,2503.20809v1,Limiting Behaviors of Besov Seminorms for Dunkl Operators
77,77,-857.7458273769967,-1200.2252341176718,2503.19315v1,The global existence and blowup of the classical solution to the relativistic dust in a FLRW geometry
78,78,420.6824129254509,-328.36945351634904,2503.19184v1,Global solutions for a chemotaxis-Navier-Stokes model with potential consumption
79,79,39.359297057729734,-129.36134827059152,2503.19154v1,Global minimizers for fast diffusion versus nonlocal interactions on negatively curved manifolds
80,80,300.7489622576617,43.554744785076416,2503.19129v1,An inverse Problem for the cubic $α$-NLS in Sobolev spaces
81,81,242.84873719144545,-266.07906652299835,2503.19106v1,Solvability of the Dirichlet problem using a weaker Carleson condition in the upper half plane
82,82,-1412.7073950840963,259.84137128482433,2503.19057v1,Weighted fractional Hardy-Sobolev and Hardy-Sobolev-Maz'ya inequalities with singularities on flat submanifold
83,83,282.7146763896453,71.81078442061684,2503.18932v1,"Existence, uniqueness and regularity for elliptic $p$-Laplace systems with complex coefficients"
84,84,352.7319283975403,-223.8125426080449,2503.18917v1,Regularity of vectorial minimizers for non-uniformly elliptic anisotropic integrals
85,85,231.2857963191332,-570.3708963826124,2503.18876v2,Singularity formation for the 1D model of EMHD
86,86,452.97800646412367,-207.27401699242418,2503.18870v1,On the singular limit of Brinkman's law to Darcy's law
87,87,114.03609896711463,-326.36226691069663,2503.18864v1,The Graph Geometric Control Condition
88,88,295.467451508731,-175.6141891041586,2503.18837v1,Dirichlet-to-Neumann operator for the Helmholtz problem with general wavenumbers on the $n$-sphere
89,89,102.63490207818742,99.2456174490184,2503.18779v1,Asymptotics of the quantization problem on metric measure spaces
90,90,-64.2293251079705,-558.7420519603287,2503.18757v1,The structure of fully nonlinear equations and its applications to prescribed problems on complete conformal metrics
91,91,324.384985347276,203.1383499603807,2503.18720v1,On a mixed problem for the nonstationary Stokes system in an angle
92,92,311.6481940570216,-293.24714689925514,2503.18717v1,Fractional elliptic reaction-diffusion systems with coupled gradient terms and different diffusion
93,93,241.17323434789353,-154.26981264422454,2503.18677v1,Global small data weak solutions of 2-D semilinear wave equations with scale-invariant damping
94,94,-358.0553822923717,644.4280120693732,2503.18664v1,Adaptive finite element approximation for quasi-static crack growth
95,95,7.3031691975451976,130.20751592046776,2503.18656v1,Solution Theory of Hamilton-Jacobi-Bellman Equations in Spectral Barron Spaces
96,96,327.20691031484324,-20.564583404951023,2503.18520v1,The well-posedness and convergence of higher-order Hartree equations in critical Sobolev spaces on $\mathbb{T}^3$
97,97,216.56643137178014,315.506010315123,2503.18515v1,Recovering a (1+1)-dimensional wave equation from a single white noise boundary measurement
98,98,257.5391196811197,256.2651675640822,2503.18481v1,Chernoff solutions of the heat and the Schrödinger equation in the Heisenberg group
99,99,-98.7194115178297,566.0886732357196,2503.18477v1,Nonlinear multidomain model for nerve bundles with random structure
100,100,-148.4722586495572,-548.0988552668804,2503.18450v1,Some general external forces and critical mild solutions for the fractional Navier-Stokes equations
101,101,1230.7502848646163,-595.3642720866341,2503.18411v1,On Exponents of Thickness in Geometry Rigidity Inequality for Shells
102,102,-237.17866127342464,1376.7141685846045,2503.18410v1,Concentrating solutions of nonlinear Schrödinger systems with mixed interactions
103,103,93.71952338148664,-99.4550779995397,2503.18232v1,Riesz Transform Characterizations of $H^1$ and {\rm BMO} on Ahlfors Regular Sets with Small Oscillations
104,104,306.71559157236055,1331.7838303538206,2503.18222v1,Filtering of Stochastic Nonlinear Wave Equations
105,105,66.02894370363643,-151.88919624450344,2503.18157v1,The superposition principle for local 1-dimensional currents
106,106,244.48000494556655,-575.4928352803721,2503.18149v1,Well-posedness of the electron MHD with partial resistivity
107,107,-910.622106534508,1040.2214243594872,2503.18143v1,Small-scale turbulence limit of Fokker-Planck equation for polymers in turbulent flow
108,108,-61.38567982117432,-460.89948363688035,2503.18041v1,Non-uniqueness of Leray-Hopf Solutions to Forced Stochastic Hyperdissipative Navier-Stokes Equations up to Lions Index
109,109,23.475392168459017,282.5563208985259,2503.17874v1,Extension theory via boundary triplets for infinite-dimensional implicit port-Hamiltonian systems
110,110,174.48693349602175,-84.88091020234324,2503.17775v1,On long time behavior of solutions of the Schrödinger-KdV system with and without resonant interactions
111,111,1017.9961152629984,887.0955820997793,2503.17567v1,Stability of Gaussian Poincaré inequalities and Heisenberg Uncertainty Principle with monimial weights
112,112,-308.7092717403068,589.679759897583,2503.17508v1,On the inverse elastic problem for isotropic media using Eshelby and Lippmann-Schwinger integral formulations
113,113,181.6983677637703,-50.5777248047135,2503.17466v2,Global Hypoellipticity and Solvability with Loss of Derivatives on the Torus
114,114,183.4372823890059,-435.9329630560255,2503.17066v1,Formation of condensations for non-radial solutions to 3-wave kinetic equations
115,115,-442.2151648832879,-152.7308149023686,2503.17049v1,"Optimal control on a brain tumor growth model with lactate metabolism, viscoelastic effects, and tissue damage"
116,116,-206.60682577616,265.3283876849549,2503.17023v1,A free boundary approach to the quasistatic evolution of debonding models
117,117,435.4391428289436,-269.47301594660473,2503.16829v1,Quantitative stratification for the fractional Allen-Cahn equation and stationary nonlocal minimal surface
118,118,228.5715604905397,39.114738457293114,2503.16813v1,A note on the existence of self-similar profiles of the hydrodynamic formulation of the focusing nonlinear Schrödinger equation
119,119,211.00134875651662,-65.36744917547861,2503.16808v1,"Gradient continuity for the parabolic $(1,\,p)$-Laplace system"
120,120,-304.10280606877484,-132.97091357815046,2503.16758v1,Nonlinear stability of compressible vortex sheets in three-dimensional elastodynamics
121,121,-131.70506277259483,-97.76525873769283,2503.16723v1,Divergence-free drifts decrease concentration
122,122,288.0556954832139,-253.61684478420813,2503.16702v1,Asymptotics for resolutions and smoothings of Calabi-Yau conifolds
123,123,214.8355906579707,-272.73846964641154,2503.16642v1,Turing Instability Suppressed and Induced by Multiplicative Noise in Brusselator System
124,124,52.7553735894714,298.8165990376282,2503.16388v1,A Mixed-FEM approximation with uniform conservation of the exponential stability for a class of anisotropic port-Hamiltonian system and its application to LQ control
125,125,-213.83562659956402,-505.81638905759206,2503.16362v1,Global well-posedness for the Navier-Stokes system in new critical mixed-norm Besov spaces
126,126,260.9683326386266,-210.79975242932284,2503.16238v2,On a 1d nonlocal transport of the incompressible porous media equation
127,127,-326.2896074721754,1399.0724622244265,2503.16230v1,Modulated phases in Ising systems with long-range antiferromagnetic and short-range ferromagnetic interactions
128,128,-146.94072082967227,-511.7395626289293,2503.16189v1,Sharp Strong Convergence in Ideal Flows
129,129,737.7557890258911,1216.321887599107,2503.16110v1,Compact implicit high resolution numerical method for solving transport problems with sorption isotherms
130,130,282.67783840886716,-224.80910125380615,2503.16105v1,An Orlicz space approach to exponential elliptic problems in higher dimensions
131,131,202.1317288846312,-360.4603776277795,2503.16095v1,Boundary regularity theory of the singular Lane-Emden-Fowler equation in a Lipschitz domain
132,132,238.4981277801113,-254.64770740336806,2503.16093v2,A Cheeger-type inequality for the drift Laplacian with Wentzell-type boundary condition
133,133,38.77011727864077,245.38932350050175,2503.16092v1,Well-Posedness and Stability of Infinite-Dimensional Systems Under Monotone Feedback
134,134,-43.618066196757994,-388.8792409980965,2503.16035v1,Representation of Global Viscosity Solutions for Tonelli Hamiltonians
135,135,183.42699516475284,-210.37346550955866,2503.15864v1,Standing waves with prescribed mass for NLS equations with Hardy potential in the half-space under Neumman boundary condition
136,136,178.62517130089037,-200.25937843172306,2503.15858v1,Solutions with prescribed mass for $L^2$-supercritical NLS equations under Neumann boundary conditions
137,137,113.98965169851486,55.32954115365976,2503.17404v1,Inverse source problems for a multidimensional time-fractional wave equation with integral overdetermination conditions
138,138,6.75922005992399,-622.2164107492913,2503.15839v1,Structural stability of cylindrical supersonic solutions to the steady Euler-Poisson system
139,139,173.75669040790086,-126.52815784182174,2503.15813v4,An isoperimetric inequality for lower order Neumann eigenvalues in Gauss space
140,140,255.74186235444932,-142.29891558777754,2503.15806v1,"Kinks of fractional $φ^4$ models: existence, uniqueness, monotonicity, stability, and sharp asymptotics"
141,141,66.87983442936837,-140.7809677234475,2503.15716v1,"Closed BV-extension and $W^{1,1}$-extension sets"
142,142,493.125003196107,132.01978248009164,2503.15713v1,Bifurcations of unstable eigenvalues for Stokes waves derived from conserved energy
143,143,289.9228789116433,-86.8823745569449,2503.15480v1,The Cauchy problem for nonlinear dispersive models of long internal waves in the presence of the Coriolis force
144,144,423.80410318066083,-394.71890109439175,2503.15444v3,On the optimal control of viscous Cahn-Hilliard systems with hyperbolic relaxation of the chemical potential
145,145,147.8266970467162,-308.4036274916666,2503.15385v1,Spherical caps do not always maximize Neumann eigenvalues on the sphere
146,146,-8.77375187409279,-407.45165581077407,2503.15375v1,Well-Posedness of Contact Discontinuity Solutions and Vanishing Pressure Limit for the Aw-Rascle Traffic Flow Model
147,147,-3.931453782995881,-130.61369775361086,2503.15236v1,"Hypercontractivity of the heat flow on ${\sf RCD}(0,N)$ spaces: sharpness and equality"
148,148,260.1467567897962,-400.98946086797076,2503.15152v1,On a few counterexamples to solvability of the $div$ equation in domains with external cusps
149,149,-337.15915049034476,-429.55725888615217,2503.15151v1,Energy concentration in a two-dimensional magnetic skyrmion model: variational analysis of lattice and continuum theories
150,150,204.0512561151942,-164.35146212526857,2503.15142v1,Non-uniqueness of normalized NLS ground states on bounded domains with homogeneous Neumann boundary conditions
151,151,-150.98096162220565,-52.36383875853957,2503.15099v1,Quasiparticle solutions to the 1D nonlocal Fisher--KPP equation with a fractal time derivative in the weak diffusion approximation
152,152,-92.09430892462845,-428.7544603133486,2503.15076v1,Kink breathers on a traveling wave background in the defocusing modified Korteweg--de Vries equation
153,153,-934.0189038936277,-554.5347613540104,2503.15071v1,Instability of the peaked traveling wave in a local model for shallow water waves
154,154,179.10690054268562,247.36844289620564,2503.14978v1,Inferring diffusivity from killed diffusion
155,155,87.11011735226417,10.256112906287642,2503.14934v1,Layer dynamics for the Allen-Cahn equation with nonlinear phase-dependent diffusion
156,156,-218.21473697269045,-85.76349348443365,2503.14914v1,Inverse Problems for Mean Field Games
157,157,156.8459737326238,-312.8548176179989,2503.14889v1,Long-time asymptotics of 3-solitary waves for the damped nonlinear Klein-Gordon equation
158,158,-25.132552835897428,-138.1361429132156,2503.14888v1,Perturbed Fourier Transform Associated with Schrödinger Operators
159,159,31.99376843571674,-682.6370905134114,2503.14886v1,Three dimensional spherical transonic shock in a hemispherical shell
160,160,170.6561482227872,-88.84784935027892,2503.14885v1,Some Remarks on the Riesz and reverse Riesz transforms on Broken Line
161,161,54.54197251537897,-165.43742764406724,2503.14864v1,Riesz and reverse Riesz on Manifolds with Quadratically Decaying Curvature
162,162,80.47929336241313,-419.3943611221286,2503.14846v1,On the first width of hyperbolic surfaces: multiplicity and lower bounds
163,163,-215.35089786119346,-449.2091796126142,2503.14808v1,Global well-posedness and optimal time-decay of 3D full compressible Navier-Stokes system
164,164,227.13910227863306,-575.7204605008918,2503.14777v1,Blowup for the forced electron MHD
165,165,241.1466667657929,76.61406766883638,2503.14763v1,The Field Equations of Penalized non-Parametric Regression
166,166,-220.12925030312218,-496.9168295982498,2503.14699v1,Non-Uniqueness of Smooth Solutions of the Navier-Stokes Equations from Critical Data
167,167,13.198008713360668,-584.0141593703424,2503.14695v1,Three-dimensional Supersonic flows for the steady Euler-Poisson system in divergent nozzles
168,168,10.569420285880192,-521.681971544949,2503.14676v1,An Inverse Problem for symmetric hyperbolic Partial Differential Operators on Complete Riemannian Manifolds
169,169,312.42159996190446,-193.1035871266489,2503.14667v1,Elliptic systems in Orlicz-Sobolev spaces with critical sources in bounded domains
170,170,431.8487745164066,-1373.641735776799,2503.14666v1,Convex Optimization Boundary-Control Policies for Stability and Invariance of Traffic Flow Dynamics
171,171,-206.80796132846967,13.049154479379462,2503.14658v1,Lagrangian chaos and unique ergodicity for stochastic primitive equations
172,172,148.56378511478022,-80.8552551056692,2503.14636v1,Complex interpolation of weighted Sobolev spaces with boundary conditions
173,173,-324.09754165754794,-288.3799566834606,2503.14440v2,Rods in flows: the PDE theory of immersed elastic filaments
174,174,-199.83010562036353,277.0039218192071,2503.14367v1,Polyhedral reconstruction via Boundary Control method
175,175,170.14219564501403,-57.3737309456983,2503.14361v1,Multiplicity of Laplacian eigenvalues that can be represented by sum of two squares using number theory
176,176,-291.221236867127,1378.437710728919,2503.14320v1,"Extension of Boundary Control method to elliptic and parabolic problems, and its application to the Calderon problem"
177,177,147.88785078374718,105.28537964356391,2503.14296v1,Fractional fast diffusion with initial data a Radon measure
178,178,39.199923994446046,-124.52341121301211,2503.14276v1,On decoupling and restriction estimates
179,179,559.6854136257666,-104.48542019169477,2503.14230v1,Mathematical modeling of Buruli ulcer spread
180,180,-434.4397030408741,-182.3844481714573,2503.14225v1,On a class of nonlinear BGK-type kinetic equations with density dependent collision rates
181,181,-267.47972969744376,-322.9565070844557,2503.14215v1,Rigidity results for the capillary overdetermined problem
182,182,290.33746437866307,-94.70686504809626,2503.14210v1,Blow-up of radially symmetric solutions for a cubic NLS type system in dimension 4
183,183,-245.16100135548547,-467.869779635128,2503.14206v1,Linear stability analysis of the Couette flow for 2D compressible Navier-Stokes-Poisson system
184,184,-475.22814551572094,-202.89754738514728,2503.14191v1,The onset of instability for zonal stratospheric flows
185,185,-174.0372344266215,-492.7503792486879,2503.14187v1,Non-convergence of the Navier-Stokes equations toward the Euler equations in weak Besov spaces
186,186,96.93603853806702,-78.90395661341817,2503.14142v1,Coercivity and Gamma-convergence of the $p$-energy of sphere-valued Sobolev maps
187,187,89.04491065720148,-213.0967329386365,2503.14132v1,"A note on Laplacian bounds, deformation properties and isoperimetric sets in metric measure spaces"
188,188,254.582492923541,102.89849701668858,2503.14123v1,The Poisson summation formula for fibrations of Riemannian manifolds
189,189,-242.88843494099763,-282.03341372713066,2503.14008v2,"On the magnetic Dirichlet to Neumann operator on the exterior of the disk -- diamagnetism, weak-magnetic field limit and flux effects"
190,190,73.57031432507377,-394.37679147468737,2503.13922v1,Existence and Regularizing Effects of a Nonlinear Diffusion Model for Plasma Instabilities
191,191,-133.26831777417897,-533.7332343888115,2503.13871v1,Local well-posedness for Chern-Simons gauged $O(3)$ sigma equations under the Lorenz gauge
192,192,5.518275451697235,-379.5905425609746,2503.13867v1,A Nash-Kuiper theorem for isometric immersions beyond Borisov's exponent
193,193,322.35311966436853,92.48535295298292,2503.13863v1,Recovering All Coefficients in the Schrödinger Equation With Finite Sets of Boundary Measurements
194,194,-27.818266699932856,-24.56789892214366,2503.13758v1,On the heat semigroup approach to the geometric Forward-Reverse Brascamp-Lieb inequality
195,195,229.73140490325324,-281.3801686730925,2503.13757v1,Fractional Parabolic Theory as a High-Dimensional Limit of Fractional Elliptic Theory
196,196,242.46675045872345,-150.05531556217696,2503.13648v1,Prescribed energy solutions to some scaled problems via a scaled Nehari manifold
197,197,-547.9232470316672,267.6975357723042,2503.13614v1,POD-Galerkin Reduced Order Modeling of the El Niño-Southern Oscillation (ENSO)
198,198,-183.28651245487697,-203.42582307857919,2503.13333v2,Chain-structure solutions to a Schrödinger-Poisson system in $\mathbb{R}^3$
199,199,208.10569864014943,-46.94386132493115,2503.13258v1,Construction of self-similar energy forms and singularity of Sobolev spaces on Laakso-type fractal spaces
200,200,8.316680702749895,-371.75677410390665,2503.13219v1,The length-preserving elastic flow with free boundary on hypersurfaces in $\mathbb{R}^n$
201,201,-66.56218104993148,-286.9432546323627,2503.13202v1,New Liouville type theorems for 3D steady incompressible MHD equations and Hall-MHD equations
202,202,211.20920110884705,-2.9184838893232925,2503.13201v1,Existence and spectral stability of small amplitude periodic waves for the 2D nonlinear Schrodinger equation
203,203,163.2984294723951,55.003049451777486,2503.13126v1,Error analysis of the Strang splitting for the 3D semilinear wave equation with finite-energy data
204,204,127.49371984658022,126.9087901997971,2503.13071v1,On reflected isotropic stable processes
205,205,164.39664855672171,-122.2692753427849,2503.13035v2,Singular perturbations models in phase transitions for anisotropic higher-order materials
206,206,1142.670677676241,622.7939153371769,2503.12980v1,Numerical modeling of flocking dynamics with topological interactions
207,207,213.1311639248827,122.66806052383697,2503.12951v1,Observation estimates for a semilinear heat equation in \mathbb{R}^n
208,208,841.0192992733312,965.4184558379927,2503.12906v1,On the modeling of nonlinear wind-induced ice-drift ocean currents at the North Pole
209,209,78.78107147996737,-328.5161951141452,2503.12901v1,On Mañé's critical value for the two-component Hunter-Saxton system and a infnite dimensional magnetic Hopf-Rinow theorem
210,210,82.31844118488272,486.3799142981696,2503.13561v1,The orthonormal Strichartz estimates and convergence problem of density functions related to $\partial_{x}^{3}+\partial_{x}^{-1}$
211,211,179.4281710092122,328.98232536112124,2503.12825v1,Determination of the density in the linear elastic wave equation
212,212,-55.20615049692175,-274.9399675143647,2503.12804v1,A remark on isolated removable singularity of harmonic maps in dimension two
213,213,4.393838727013957,-381.556345079516,2503.12639v1,The linearized Korteweg-de Vries equation on the line with metric graph defects
214,214,12.230462821750066,5.084087719870505,2503.12629v1,Quasilinearization with Regularizing Tensor Paraproducts
215,215,317.8951859700016,-243.98673545304618,2503.12606v1,Strichartz estimates for a class of Schrödinger equations with a drift
216,216,25.638334321209932,-620.0032880056447,2503.12599v1,"Well-posed geometric boundary data in General Relativity, I: Conformal-mean curvature boundary data"
217,217,-492.6132099178732,-222.40232647357524,2503.12587v1,Stationary Boltzmann Equation for Polyatomic Gases in a slab
218,218,103.91680197697043,-127.29774624092568,2503.12486v1,Extrapolation of compactness on weighted mixed Lebesgue spaces
219,219,-1342.5902311672128,357.96694447757056,2503.12448v1,Introduction to inverse problems for non-linear partial differential equations
220,220,397.9641872111573,-301.62806441398243,2503.12439v1,Finite-time blowup in a fully parabolic chemotaxis model involving indirect signal production
221,221,-174.34067315056006,-353.84548394457954,2503.12411v2,A single-component regularity criterion and Inviscid limit of axially symmetric MHD-Boussinesq system
222,222,176.4228707447743,-292.0660133693722,2503.12408v1,Asymptotically self-similar global solutions for Hardy-Hénon parabolic equations
223,223,204.41067190856472,-198.04804548691848,2503.12371v1,Localization of critical points in annular conical sets via the method of Nehari manifold
224,224,53.34415424030704,-474.20592521693294,2503.12360v1,Blowup masses of Toda systems corresponding to the Weyl groups
225,225,-152.16225930660266,-469.837543092982,2503.12292v1,Existence and non-uniqueness of classical solutions to the axially symmetric stationary Navier-Stokes equations in an exterior cylinder
226,226,-256.89009293013476,-115.56642948259409,2503.12231v1,Spectral Analysis and Stability of Wave Equations with Dispersive Nonlinearity
227,227,257.13228545912233,-128.2220744300949,2503.12140v1,Decay estimate for subcritical semilinear damped wave equations with slowly decreasing data
